170.614073569241	-7.32201799191756E-12
170.619466569227	-1.55770507603847E-09
170.621366569222	-1.58590374166323E-09
170.623263569218	-1.60410906779873E-09
170.625167569213	-1.63006552700296E-09
170.627064569208	-1.64795765922321E-09
170.632244569195	-3.53007623132839E-11
170.63413956919	-3.54618001630058E-11
170.636041569185	-6.48151671223118E-11
170.637939569181	-7.64851168510994E-11
170.639841569176	-8.09640479659812E-11
170.641739569171	-9.29168339491859E-11
170.643643569166	-1.05800042338178E-10
170.645542569161	-1.20863000163673E-10
170.647443569157	-1.2904832757954E-10
170.649344569152	-1.34492694758848E-10
170.651242569147	-1.46445730542233E-10
170.653146569142	-1.51857970642766E-10
170.655043569137	-1.74080375114904E-10
170.656945569133	-1.77285741642663E-10
170.658843569128	-1.88926208011253E-10
170.660739569123	-1.93125959668805E-10
170.662639569118	-2.0660567701114E-10
170.664542569113	-2.24779847513013E-10
170.666443569109	-2.28951441139102E-10
170.668341569104	-2.35638286660844E-10
170.670245569099	-2.4322949210287E-10
170.672144569094	-2.5237970047165E-10
170.674045569089	-2.56236365459017E-10
170.675939569085	-2.64142763217734E-10
170.67784256908	-2.74507055975093E-10
170.679742569075	-2.7774244015788E-10
170.68164556907	-2.93427199204999E-10
170.683541569065	-2.9355057273861E-10
170.685439569061	-3.08022274353448E-10
170.687346569056	-3.14339138052233E-10
170.689245569051	-3.19131721049359E-10
170.691143569046	-3.32359084698197E-10
170.693039569042	-3.42721850898897E-10
170.694942569037	-3.47823853052986E-10
170.696844569032	-3.57938179096351E-10
170.698743569027	-3.6020972316031E-10
170.700640569022	-3.73407860188024E-10
170.702546569018	-3.72593733644067E-10
170.704439569013	-3.83301668183123E-10
170.706341569008	-3.87469362150838E-10
170.708246569003	-3.98825666936276E-10
170.710146568998	-4.02060773563306E-10
170.715428568985	-1.23383959299561E-11
170.71733156898	-2.21470272676605E-11
170.719228568975	-2.97657384851213E-11
170.721124568971	-3.89433311986931E-11
170.723027568966	-4.52892411073602E-11
170.728620568952	1.46579204329811E-09
170.730517568947	1.48932222110432E-09
170.732421568942	1.49972845253643E-09
170.734319568937	1.50985124403036E-09
170.736216568932	1.52747203774339E-09
170.741631568919	-4.21157791800908E-13
170.743532568914	2.55955629954729E-12
170.745426568909	2.10882678507163E-12
170.747326568904	8.8501671269281E-12
170.7492265689	1.05970848415793E-11
170.751128568895	1.13557861031177E-12
170.75302956889	1.77944152468523E-11
170.754930568885	5.2498665137346E-12
170.75682856888	-1.75062785448543E-12
170.758729568876	-1.5603703225342E-12
170.760628568871	3.94664726247052E-12
170.762532568866	-1.46585868443516E-12
170.764432568861	2.43079037801075E-12
170.766328568856	-5.44404278601807E-12
170.768232568852	-7.46248982747E-12
170.770127568847	-6.650989654855E-12
170.772031568842	-1.36209437825996E-11
170.773929568837	-1.80709162911352E-11
170.775827568832	-2.09958196661919E-11
170.777730568828	-1.80048372044883E-11
170.779626568823	-1.84692573734768E-11
170.781529568818	-2.51284583419054E-11
170.783427568813	-2.27631941074335E-11
170.785327568809	-2.81749103214768E-11
170.787226568804	-3.48038403652495E-11
170.789128568799	-3.24362030290626E-11
170.791028568794	-4.40779773791533E-11
170.792926568789	-4.26412898046902E-11
170.794832568785	-4.52535994788228E-11
170.79672756878	-4.75851684444972E-11
170.798626568775	-5.82612569299812E-11
170.80053156877	-5.65145950870427E-11
170.802427568765	-5.1658569782953E-11
170.804331568761	-5.99018126767881E-11
170.806228568756	-6.34203176086423E-11
170.808129568751	-7.75807612596324E-11
170.810030568746	-6.95787663596015E-11
170.811929568741	-8.21520212967997E-11
170.813828568737	-7.79174919030012E-11
170.815727568732	-8.14625936151891E-11
170.817628568727	-8.46977210589017E-11
170.819532568722	-8.98007918026522E-11
170.821427568717	-1.02686109615391E-10
170.823333568713	-1.03119970895627E-10
170.825231568708	-9.7948732458164E-11
170.827132568703	-1.14910164716875E-10
170.829030568698	-1.13135598112102E-10
172.972460563287	-1.01118106943243E-11
172.978003563273	-1.63205027270408E-09
172.979900563268	-1.66579960936275E-09
172.981798563263	-1.69022973395272E-09
172.983698563258	-1.71157432671265E-09
172.985603563253	-1.73597369812484E-09
172.991161563239	-2.59189406048854E-11
172.993059563235	-5.28199879668012E-11
172.99496356323	-6.90996287966428E-11
172.996856563225	-7.638296939394E-11
172.99875956322	-9.3965904501836E-11
173.000661563215	-1.10556286347929E-10
173.002561563211	-1.18772935930878E-10
173.004462563206	-1.41927844476974E-10
173.006362563201	-1.47653736459752E-10
173.008256563196	-1.54966303678172E-10
173.010160563191	-1.6473723774002E-10
173.012062563187	-1.79147113810174E-10
173.013961563182	-1.93307814200239E-10
173.015860563177	-1.95890623166939E-10
173.017763563172	-2.13444081853531E-10
173.019663563167	-2.16680520748191E-10
173.021558563163	-2.28972243943026E-10
173.023456563158	-2.40585551480876E-10
173.025359563153	-2.4568549972237E-10
173.027261563148	-2.62304566955862E-10
173.029161563143	-2.71456884748389E-10
173.031063563139	-2.76589695591412E-10
173.032963563134	-2.84490375701552E-10
173.034859563129	-2.9672364565414E-10
173.036760563124	-3.12411485570152E-10
173.038663563119	-3.13776615801231E-10
173.040561563115	-3.2168198660365E-10
173.04246256311	-3.39235167734486E-10
173.044356563105	-3.37803451877505E-10
173.0462625631	-3.47292611335703E-10
173.048162563095	-3.62327889913416E-10
173.050062563091	-3.58120755272751E-10
173.051958563086	-3.70042801955961E-10
173.053857563081	-3.78289427560574E-10
173.055760563076	-3.89927284905056E-10
173.057659563071	-3.96899568766429E-10
173.059560563067	-4.06668976271618E-10
173.061460563062	-4.18592244200156E-10
173.063359563057	-4.215135185337E-10
173.065263563052	-4.31315233528906E-10
173.067161563047	-4.4420134237555E-10
173.069059563043	-4.47720333029977E-10
173.074617563029	-2.0983395576657E-11
173.076514563024	-3.45578045346517E-11
173.078416563019	-3.99978071496943E-11
173.080316563014	-5.04185235228327E-11
173.082218563009	-4.89834492412022E-11
173.088050562995	1.45938716666905E-09
173.08994756299	1.47040613018845E-09
173.091848562985	1.4914540713562E-09
173.09374456298	1.49815004846232E-09
173.095645562976	1.5032660671821E-09
173.101123562962	7.72080923500118E-12
173.103025562957	6.34335032417832E-12
173.104923562952	4.03863487791201E-12
173.106819562947	8.27236456418801E-12
173.108721562942	5.34982995403777E-12
173.110622562938	1.17633038726472E-11
173.112522562933	1.16430736579742E-11
173.114423562928	5.57667887562951E-12
173.116323562923	1.40613128779554E-12
